 Time in recording [s],#192_F_Querlnk_hl_mR [kN]
133.494,3.68309
133.496,3.71718
133.498,3.75438
133.5,3.79002
133.502,3.82102
133.504,3.84272
133.506,3.85202
133.508,3.84737
133.51,3.82799
133.512,3.797
133.514,3.7567
133.516,3.71253
133.518,3.67146
133.52,3.63659
133.522,3.61335
133.524,3.60405
133.526,3.60792
133.528,3.62342
133.53,3.64822
133.532,3.67844
133.534,3.70943
133.536,3.73811
133.538,3.76213
133.54,3.78072
133.542,3.7939
133.544,3.80397
133.546,3.81172
133.548,3.81947
133.55,3.82799
133.552,3.83807
133.554,3.84892
133.556,3.85899
133.558,3.86751
133.56,3.87216
133.562,3.87139
133.564,3.86596
133.566,3.85434
133.568,3.83962
133.57,3.82257
133.572,3.80552
133.574,3.79157
133.576,3.78072
133.578,3.77608
133.58,3.7753
133.582,3.77995
133.584,3.7877
133.586,3.797
133.588,3.8063
133.59,3.81559
133.592,3.82412
133.594,3.83187
133.596,3.83962
133.598,3.84969
133.6,3.86286
133.602,3.88146
133.604,3.90626
133.606,3.9388
133.608,3.9791
133.61,4.02482
133.612,4.07596
133.614,4.12943
133.616,4.18212
133.618,4.23094
133.62,4.27201
133.622,4.30301
133.624,4.32083
133.626,4.3247
133.628,4.31463
133.63,4.29216
133.632,4.25884
133.634,4.21932
133.636,4.17747
133.638,4.13795
133.64,4.10386
133.642,4.07906
133.644,4.06434
133.646,4.06046
133.648,4.06589
133.65,4.07829
133.652,4.09301
133.654,4.10851
133.656,4.12013
133.658,4.1271
133.66,4.12865
133.662,4.12555
133.664,4.1209
133.666,4.11703
133.668,4.11858
133.67,4.12788
133.672,4.14725
133.674,4.17747
133.676,4.21699
133.678,4.26349
133.68,4.31463
133.682,4.365
133.684,4.41149
133.686,4.45179
133.688,4.48278
133.69,4.50448
133.692,4.51765
133.694,4.52308
133.696,4.52308
133.698,4.5192
133.7,4.513
133.702,4.5037
133.704,4.49131
133.706,4.47503
133.708,4.45411
133.71,4.42776
133.712,4.39599
133.714,4.3619
133.716,4.32625
133.718,4.29371
133.72,4.26736
133.722,4.25186
133.724,4.24954
133.726,4.26271
133.728,4.28906
133.73,4.32703
133.732,4.37352
133.734,4.42156
133.736,4.46728
133.738,4.50603
133.74,4.53237
133.742,4.54632
133.744,4.5471
133.746,4.53625
133.748,4.51765
133.75,4.49595
133.752,4.47348
133.754,4.45643
133.756,4.44481
133.758,4.44171
133.76,4.44481
133.762,4.45256
133.764,4.46263
133.766,4.47116
133.768,4.47503
133.77,4.47116
133.772,4.45953
133.774,4.44016
133.776,4.41382
133.778,4.38282
133.78,4.35182
133.782,4.32315
133.784,4.30068
133.786,4.28596
133.788,4.28208
133.79,4.28906
133.792,4.30533
133.794,4.32858
133.796,4.35647
133.798,4.38592
133.8,4.41304
133.802,4.43474
133.804,4.44946
133.806,4.45721
133.808,4.45721
133.81,4.45101
133.812,4.44094
133.814,4.42931
133.816,4.41769
133.818,4.40917
133.82,4.40374
133.822,4.40142
133.824,4.40142
133.826,4.40142
133.828,4.39987
133.83,4.39444
133.832,4.38592
133.834,4.37352
133.836,4.35802
133.838,4.3433
133.84,4.33168
133.842,4.32703
133.844,4.3309
133.846,4.34485
133.848,4.36887
133.85,4.40064
133.852,4.43629
133.854,4.47193
133.856,4.50215
133.858,4.52153
133.86,4.5285
133.862,4.51998
133.864,4.49828
133.866,4.46573
133.868,4.42621
133.87,4.38514
133.872,4.34717
133.874,4.3154
133.876,4.29293
133.878,4.27898
133.88,4.27201
133.882,4.26814
133.884,4.26349
133.886,4.25341
133.888,4.23559
133.89,4.20769
133.892,4.16972
133.894,4.12323
133.896,4.07286
133.898,4.02249
133.9,3.976
133.902,3.93648
133.904,3.90781
133.906,3.88998
133.908,3.88456
133.91,3.88844
133.912,3.90083
133.914,3.91943
133.916,3.94268
133.918,3.9698
133.92,3.99925
133.922,4.03102
133.924,4.06356
133.926,4.09611
133.928,4.12633
133.93,4.1519
133.932,4.16972
133.934,4.17747
133.936,4.17205
133.938,4.15345
133.94,4.1209
133.942,4.07829
133.944,4.02947
133.946,3.97987
133.948,3.9357
133.95,3.90316
133.952,3.88611
133.954,3.88766
133.956,3.90703
133.958,3.94345
133.96,3.9915
133.962,4.04729
133.964,4.10463
133.966,4.15887
133.968,4.20614
133.97,4.24566
133.972,4.27666
133.974,4.30068
133.976,4.3185
133.978,4.334
133.98,4.3464
133.982,4.35725
133.984,4.365
133.986,4.3681
133.988,4.36267
133.99,4.34717
133.992,4.32005
133.994,4.28131
133.996,4.23249
133.998,4.1767
134,4.12013
134.002,4.06666
134.004,4.02327
134.006,3.99305
134.008,3.9791
134.01,3.98065
134.012,3.9977
134.014,4.02482
134.016,4.05814
134.018,4.09223
134.02,4.12168
134.022,4.14338
134.024,4.15577
134.026,4.15887
134.028,4.155
134.03,4.1457
134.032,4.13485
134.034,4.12633
134.036,4.12323
134.038,4.12555
134.04,4.13485
134.042,4.14958
134.044,4.1674
134.046,4.186
134.048,4.20227
134.05,4.21389
134.052,4.21777
134.054,4.21389
134.056,4.20227
134.058,4.18367
134.06,4.15965
134.062,4.13175
134.064,4.10308
134.066,4.07519
134.068,4.05039
134.07,4.02947
134.072,4.01319
134.074,4.0008
134.076,3.99305
134.078,3.9884
134.08,3.98607
134.082,3.98375
134.084,3.98297
134.086,3.9822
134.088,3.98297
134.09,3.98685
134.092,3.99382
134.094,4.00699
134.096,4.02714
134.098,4.05581
134.1,4.09068
134.102,4.13175
134.104,4.17592
134.106,4.21932
134.108,4.25729
134.11,4.28673
134.112,4.30378
134.114,4.30688
134.116,4.29526
134.118,4.27046
134.12,4.23559
134.122,4.19607
134.124,4.155
134.126,4.11858
134.128,4.09068
134.13,4.07209
134.132,4.06356
134.134,4.06511
134.136,4.07131
134.138,4.08138
134.14,4.08991
134.142,4.09378
134.144,4.09223
134.146,4.08448
134.148,4.07131
134.15,4.05581
134.152,4.04109
134.154,4.02869
134.156,4.02172
134.158,4.02017
134.16,4.02559
134.162,4.03567
134.164,4.04806
134.166,4.05969
134.168,4.06899
134.17,4.07441
134.172,4.07441
134.174,4.06899
134.176,4.05969
134.178,4.04806
134.18,4.03722
134.182,4.02714
134.184,4.01939
134.186,4.01474
134.188,4.01319
134.19,4.01319
134.192,4.01397
134.194,4.01474
134.196,4.01552
134.198,4.01552
134.2,4.01629
134.202,4.01784
134.204,4.02172
134.206,4.02792
134.208,4.03722
134.21,4.04961
134.212,4.06434
134.214,4.08138
134.216,4.09998
134.218,4.1209
134.22,4.14415
134.222,4.1705
134.224,4.20149
134.226,4.23869
134.228,4.28131
134.23,4.32935
134.232,4.3805
134.234,4.43164
134.236,4.47891
134.238,4.51688
134.24,4.54322
134.242,4.55407
134.244,4.54865
134.246,4.52773
134.248,4.4944
134.25,4.45489
134.252,4.41382
134.254,4.37662
134.256,4.34795
134.258,4.3309
134.26,4.3247
134.262,4.3278
134.264,4.33555
134.266,4.3433
134.268,4.34407
134.27,4.334
134.272,4.31075
134.274,4.27278
134.276,4.22319
134.278,4.1643
134.28,4.10153
134.282,4.04109
134.284,3.9853
134.286,3.9388
134.288,3.90238
134.29,3.87371
134.292,3.85124
134.294,3.83187
134.296,3.8125
134.298,3.78925
134.3,3.76135
134.302,3.72881
134.304,3.69316
134.306,3.65519
134.308,3.61722
134.31,3.58235
134.312,3.55058
134.314,3.52191
134.316,3.49479
134.318,3.46844
134.32,3.44054
134.322,3.41032
134.324,3.377
134.326,3.34136
134.328,3.30571
134.33,3.27239
134.332,3.2445
134.334,3.2228
134.336,3.2104
134.338,3.2042
134.34,3.20498
134.342,3.2073
134.344,3.20963
134.346,3.2073
134.348,3.19878
134.35,3.18328
134.352,3.16158
134.354,3.13678
134.356,3.11354
134.358,3.09339
134.36,3.08177
134.362,3.08022
134.364,3.08719
134.366,3.10114
134.368,3.11741
134.37,3.13136
134.372,3.13678
134.374,3.13059
134.376,3.11044
134.378,3.07634
134.38,3.0314
134.382,2.97948
134.384,2.92911
134.386,2.88417
134.388,2.85317
134.39,2.83767
134.392,2.83922
134.394,2.85782
134.396,2.88727
134.398,2.92369
134.4,2.96011
134.402,2.99033
134.404,3.0097
134.406,3.0159
134.408,3.00893
134.41,2.98955
134.412,2.96088
134.414,2.92834
134.416,2.89579
134.418,2.86557
134.42,2.84155
134.422,2.82373
134.424,2.81133
134.426,2.80358
134.428,2.79738
134.43,2.79118
134.432,2.78266
134.434,2.77103
134.436,2.75631
134.438,2.73849
134.44,2.71989
134.442,2.70129
134.444,2.68502
134.446,2.6734
134.448,2.6672
134.45,2.6672
134.452,2.67417
134.454,2.68812
134.456,2.70827
134.458,2.73461
134.46,2.76716
134.462,2.80358
134.464,2.8431
134.466,2.88417
134.468,2.92601
134.47,2.96631
134.472,3.0035
134.474,3.03605
134.476,3.06317
134.478,3.08409
134.48,3.10114
134.482,3.11354
134.484,3.12361
134.486,3.13369
134.488,3.14453
134.49,3.15771
134.492,3.17243
134.494,3.18793
134.496,3.20265
134.498,3.21427
134.5,3.2197
134.502,3.2166
134.504,3.20343
134.506,3.1794
134.508,3.14608
134.51,3.10501
134.512,3.06162
134.514,3.01823
134.516,2.98026
134.518,2.95081
134.52,2.93299
134.522,2.92834
134.524,2.93454
134.526,2.95003
134.528,2.97096
134.53,2.9942
134.532,3.01435
134.534,3.0283
134.536,3.0345
134.538,3.0314
134.54,3.02132
134.542,3.00505
134.544,2.98723
134.546,2.97096
134.548,2.95856
134.55,2.95313
134.552,2.95468
134.554,2.96321
134.556,2.97638
134.558,2.9911
134.56,3.0035
134.562,3.01048
134.564,3.01048
134.566,3.00195
134.568,2.9849
134.57,2.96166
134.572,2.93454
134.574,2.90742
134.576,2.88494
134.578,2.86945
134.58,2.86325
134.582,2.86867
134.584,2.88339
134.586,2.90742
134.588,2.93841
134.59,2.97173
134.592,3.00583
134.594,3.0376
134.596,3.06704
134.598,3.09184
134.6,3.11276
134.602,3.13214
134.604,3.14996
134.606,3.16778
134.608,3.18715
134.61,3.2073
134.612,3.22822
134.614,3.2476
134.616,3.26464
134.618,3.27704
134.62,3.28247
134.622,3.27937
134.624,3.26929
134.626,3.25069
134.628,3.22667
134.63,3.19955
134.632,3.17243
134.634,3.14763
134.636,3.12904
134.638,3.11896
134.64,3.11819
134.642,3.12749
134.644,3.14453
134.646,3.16933
134.648,3.198
134.65,3.22822
134.652,3.25689
134.654,3.28092
134.656,3.29874
134.658,3.30959
134.66,3.31501
134.662,3.31579
134.664,3.31424
134.666,3.31424
134.668,3.31811
134.67,3.32818
134.672,3.34678
134.674,3.37158
134.676,3.4018
134.678,3.43202
134.68,3.45759
134.682,3.47154
134.684,3.46844
134.686,3.44287
134.688,3.39328
134.69,3.32044
134.692,3.22745
134.694,3.12284
134.696,3.0159
134.698,2.91749
134.7,2.83767
134.702,2.78498
134.704,2.76716
134.706,2.78343
134.708,2.8338
134.71,2.91051
134.712,3.00505
134.714,3.10579
134.716,3.20265
134.718,3.28634
134.72,3.35143
134.722,3.39405
134.724,3.41575
134.726,3.42195
134.728,3.41807
134.73,3.41032
134.732,3.40412
134.734,3.40412
134.736,3.40955
134.738,3.41885
134.74,3.4266
134.742,3.4266
134.744,3.4142
134.746,3.38475
134.748,3.33671
134.75,3.27317
134.752,3.19955
134.754,3.12361
134.756,3.0562
134.758,3.00583
134.76,2.98103
134.762,2.98723
134.764,3.02442
134.766,3.09029
134.768,3.17785
134.77,3.27937
134.772,3.3832
134.774,3.48084
134.776,3.56453
134.778,3.62729
134.78,3.66759
134.782,3.68619
134.784,3.68619
134.786,3.67224
134.788,3.64977
134.79,3.62342
134.792,3.59707
134.794,3.57383
134.796,3.55445
134.798,3.53896
134.8,3.52656
134.802,3.51571
134.804,3.50641
134.806,3.49711
134.808,3.48704
134.81,3.47696
134.812,3.46689
134.814,3.45682
134.816,3.44597
134.818,3.43357
134.82,3.41885
134.822,3.40025
134.824,3.37778
134.826,3.35143
134.828,3.32044
134.83,3.28634
134.832,3.25224
134.834,3.22047
134.836,3.19258
134.838,3.17398
134.84,3.16468
134.842,3.16856
134.844,3.18483
134.846,3.21427
134.848,3.25612
134.85,3.30726
134.852,3.36693
134.854,3.43125
134.856,3.49556
134.858,3.55755
134.86,3.61335
134.862,3.65829
134.864,3.69006
134.866,3.70556
134.868,3.70401
134.87,3.68464
134.872,3.64822
134.874,3.59862
134.876,3.53818
134.878,3.47309
134.88,3.40645
134.882,3.34368
134.884,3.28866
134.886,3.24372
134.888,3.20885
134.89,3.1856
134.892,3.17088
134.894,3.16391
134.896,3.16158
134.898,3.16391
134.9,3.16933
134.902,3.18018
134.904,3.19645
134.906,3.22202
134.908,3.25689
134.91,3.30339
134.912,3.36073
134.914,3.4266
134.916,3.49711
134.918,3.56608
134.92,3.62884
134.922,3.67766
134.924,3.70866
134.926,3.71873
134.928,3.70711
134.93,3.67611
134.932,3.62962
134.934,3.57228
134.936,3.51106
134.938,3.45062
134.94,3.3956
134.942,3.34833
134.944,3.30726
134.946,3.27239
134.948,3.23985
134.95,3.2073
134.952,3.17088
134.954,3.13059
134.956,3.08642
134.958,3.0407
134.96,2.99653
134.962,2.96011
134.964,2.93454
134.966,2.92446
134.968,2.93221
134.97,2.95856
134.972,3.00195
134.974,3.05852
134.976,3.12439
134.978,3.19335
134.98,3.26154
134.982,3.32353
134.984,3.37623
134.986,3.41807
134.988,3.44907
134.99,3.46844
134.992,3.47774
134.994,3.47851
134.996,3.47154
134.998,3.45682
135,3.43589
135.002,3.40877
135.004,3.37468
135.006,3.33516
135.008,3.29099
135.01,3.24372
135.012,3.19568
135.014,3.14841
135.016,3.10656
135.018,3.07169
135.02,3.04612
135.022,3.0314
135.024,3.02907
135.026,3.03837
135.028,3.05929
135.03,3.09029
135.032,3.12981
135.034,3.17553
135.036,3.22667
135.038,3.27937
135.04,3.33361
135.042,3.3863
135.044,3.43667
135.046,3.48239
135.048,3.52191
135.05,3.55523
135.052,3.58003
135.054,3.5963
135.056,3.60482
135.058,3.60482
135.06,3.5963
135.062,3.58003
135.064,3.55523
135.066,3.52036
135.068,3.47619
135.07,3.41962
135.072,3.35066
135.074,3.26697
135.076,3.17011
135.078,3.06007
135.08,2.94229
135.082,2.8214
135.084,2.70517
135.086,2.60366
135.088,2.52694
135.09,2.48432
135.092,2.48277
135.094,2.52849
135.096,2.6207
135.098,2.75786
135.1,2.93066
135.102,3.12749
135.104,3.33438
135.106,3.53586
135.108,3.71641
135.11,3.86364
135.112,3.96747
135.114,4.02482
135.116,4.03644
135.118,4.00699
135.12,3.945
135.122,3.86209
135.124,3.7691
135.126,3.67766
135.128,3.59397
135.13,3.52346
135.132,3.46767
135.134,3.4235
135.136,3.3863
135.138,3.35221
135.14,3.31501
135.142,3.27239
135.144,3.22357
135.146,3.17088
135.148,3.11741
135.15,3.07092
135.152,3.0376
135.154,3.02287
135.156,3.0314
135.158,3.06317
135.16,3.11819
135.162,3.1918
135.164,3.27549
135.166,3.36383
135.168,3.44674
135.17,3.51881
135.172,3.57305
135.174,3.60792
135.176,3.62187
135.178,3.6149
135.18,3.5901
135.182,3.5498
135.184,3.49556
135.186,3.4297
135.188,3.35376
135.19,3.26774
135.192,3.17398
135.194,3.07479
135.196,2.97483
135.198,2.87874
135.2,2.79505
135.202,2.73229
135.204,2.69974
135.206,2.70517
135.208,2.75321
135.21,2.8462
135.212,2.98258
135.214,3.15383
135.216,3.34911
135.218,3.55445
135.22,3.75205
135.222,3.92563
135.224,4.06046
135.226,4.14415
135.228,4.16972
135.23,4.13563
135.232,4.04651
135.234,3.90936
135.236,3.73811
135.238,3.54748
135.24,3.35376
135.242,3.17088
135.244,3.0128
135.246,2.88804
135.248,2.80125
135.25,2.75244
135.252,2.73771
135.254,2.74934
135.256,2.77723
135.258,2.80978
135.26,2.83767
135.262,2.85162
135.264,2.8462
135.266,2.8214
135.268,2.77956
135.27,2.72919
135.272,2.68037
135.274,2.64395
135.276,2.6331
135.278,2.65557
135.28,2.71834
135.282,2.82063
135.284,2.95778
135.286,3.12051
135.288,3.29409
135.29,3.46224
135.292,3.60792
135.294,3.71563
135.296,3.7753
135.298,3.7815
135.3,3.73423
135.302,3.64124
135.304,3.51338
135.306,3.36538
135.308,3.21427
135.31,3.07634
135.312,2.96398
135.314,2.88882
135.316,2.85472
135.318,2.86325
135.32,2.90974
135.322,2.988
135.324,3.08719
135.326,3.19645
135.328,3.30339
135.33,3.39638
135.332,3.46457
135.334,3.49866
135.336,3.49091
135.338,3.43667
135.34,3.33361
135.342,3.18483
135.344,2.99498
135.346,2.77413
135.348,2.53546
135.35,2.29602
135.352,2.0713
135.354,1.88068
135.356,1.73655
135.358,1.65131
135.36,1.62961
135.362,1.67068
135.364,1.76754
135.366,1.9078
135.368,2.07595
135.37,2.25573
135.372,2.4324
135.374,2.59358
135.376,2.73384
135.378,2.85085
135.38,2.95003
135.382,3.03837
135.384,3.12516
135.386,3.2197
135.388,3.32896
135.39,3.45449
135.392,3.59397
135.394,3.73811
135.396,3.87681
135.398,3.9946
135.4,4.07983
135.402,4.11935
135.404,4.10696
135.406,4.04032
135.408,3.92253
135.41,3.7629
135.412,3.57228
135.414,3.3646
135.416,3.15306
135.418,2.95081
135.42,2.76716
135.422,2.60985
135.424,2.482
135.426,2.38436
135.428,2.31617
135.43,2.2751
135.432,2.25883
135.434,2.26348
135.436,2.2875
135.438,2.32702
135.44,2.37971
135.442,2.44248
135.444,2.51144
135.446,2.58506
135.448,2.66022
135.45,2.73539
135.452,2.809
135.454,2.88262
135.456,2.95778
135.458,3.03527
135.46,3.11664
135.462,3.20343
135.464,3.29409
135.466,3.38553
135.468,3.47154
135.47,3.54593
135.472,3.60095
135.474,3.62962
135.476,3.62807
135.478,3.59475
135.48,3.53198
135.482,3.44674
135.484,3.35066
135.486,3.25534
135.488,3.17475
135.49,3.12051
135.492,3.10036
135.494,3.11741
135.496,3.17088
135.498,3.25302
135.5,3.35298
135.502,3.45759
135.504,3.55368
135.506,3.62807
135.508,3.67379
135.51,3.68774
135.512,3.66991
135.514,3.62729
135.516,3.5684
135.518,3.50331
135.52,3.44209
135.522,3.39328
135.524,3.36228
135.526,3.35143
135.528,3.35763
135.53,3.37855
135.532,3.40877
135.534,3.44287
135.536,3.47696
135.538,3.50719
135.54,3.53431
135.542,3.55833
135.544,3.5808
135.546,3.60482
135.548,3.63194
135.55,3.66139
135.552,3.69161
135.554,3.72106
135.556,3.7443
135.558,3.7567
135.56,3.75593
135.562,3.73811
135.564,3.70246
135.566,3.65132
135.568,3.58623
135.57,3.51184
135.572,3.43435
135.574,3.35686
135.576,3.28402
135.578,3.21892
135.58,3.16158
135.582,3.11276
135.584,3.07092
135.586,3.0345
135.588,3.00273
135.59,2.97483
135.592,2.95158
135.594,2.93221
135.596,2.91981
135.598,2.91439
135.6,2.91749
135.602,2.92989
135.604,2.95081
135.606,2.97793
135.608,3.0097
135.61,3.04302
135.612,3.07479
135.614,3.10501
135.616,3.13059
135.618,3.15151
135.62,3.16856
135.622,3.18173
135.624,3.19258
135.626,3.2011
135.628,3.20653
135.63,3.20808
135.632,3.20498
135.634,3.19568
135.636,3.1794
135.638,3.15771
135.64,3.13136
135.642,3.10501
135.644,3.08177
135.646,3.06627
135.648,3.06394
135.65,3.07557
135.652,3.10191
135.654,3.14143
135.656,3.18793
135.658,3.23365
135.66,3.27239
135.662,3.29409
135.664,3.29331
135.666,3.26619
135.668,3.2135
135.67,3.13911
135.672,3.04922
135.674,2.95468
135.676,2.86557
135.678,2.79196
135.68,2.74159
135.682,2.71989
135.684,2.72764
135.686,2.76173
135.688,2.81753
135.69,2.88804
135.692,2.96553
135.694,3.0438
135.696,3.11586
135.698,3.1794
135.7,3.23287
135.702,3.27549
135.704,3.30881
135.706,3.33283
135.708,3.34833
135.71,3.35453
135.712,3.35066
135.714,3.33438
135.716,3.30571
135.718,3.26542
135.72,3.2135
135.722,3.15383
135.724,3.09107
135.726,3.02985
135.728,2.97561
135.73,2.93221
135.732,2.90122
135.734,2.88339
135.736,2.87564
135.738,2.87409
135.74,2.87564
135.742,2.87487
135.744,2.87099
135.746,2.86247
135.748,2.85162
135.75,2.84232
135.752,2.83845
135.754,2.8462
135.756,2.86712
135.758,2.90122
135.76,2.94848
135.762,3.00195
135.764,3.0562
135.766,3.10346
135.768,3.13833
135.77,3.15538
135.772,3.15461
135.774,3.13678
135.776,3.10656
135.778,3.07092
135.78,3.03682
135.782,3.00893
135.784,2.9911
135.786,2.98336
135.788,2.98258
135.79,2.9849
135.792,2.9849
135.794,2.97948
135.796,2.96631
135.798,2.94693
135.8,2.92601
135.802,2.90974
135.804,2.90742
135.806,2.92369
135.808,2.96398
135.81,3.02752
135.812,3.10966
135.814,3.2011
135.816,3.29176
135.818,3.36925
135.82,3.4235
135.822,3.45062
135.824,3.45139
135.826,3.43125
135.828,3.40257
135.83,3.37933
135.832,3.377
135.834,3.40567
135.836,3.47154
135.838,3.57228
135.84,3.69936
135.842,3.83807
135.844,3.96747
135.846,4.06899
135.848,4.12555
135.85,4.12788
135.852,4.07364
135.854,3.96902
135.856,3.82877
135.858,3.67224
135.86,3.52036
135.862,3.39328
135.864,3.30571
135.866,3.26542
135.868,3.27084
135.87,3.31501
135.872,3.38398
135.874,3.46379
135.876,3.53818
135.878,3.59552
135.88,3.62884
135.882,3.63737
135.884,3.62342
135.886,3.5963
135.888,3.56375
135.89,3.53508
135.892,3.51648
135.894,3.51029
135.896,3.51493
135.898,3.52501
135.9,3.53508
135.902,3.53741
135.904,3.52733
135.906,3.50099
135.908,3.46069
135.91,3.408
135.912,3.34988
135.914,3.29254
135.916,3.24372
135.918,3.20963
135.92,3.1918
135.922,3.19335
135.924,3.21272
135.926,3.24682
135.928,3.29254
135.93,3.34678
135.932,3.40645
135.934,3.46844
135.936,3.53121
135.938,3.59242
135.94,3.64899
135.942,3.69859
135.944,3.73578
135.946,3.75748
135.948,3.75903
135.95,3.73811
135.952,3.69316
135.954,3.62497
135.956,3.53663
135.958,3.43357
135.96,3.32353
135.962,3.21272
135.964,3.11044
135.966,3.01978
135.968,2.94538
135.97,2.88882
135.972,2.8493
135.974,2.82373
135.976,2.80978
135.978,2.8059
135.98,2.81055
135.982,2.82373
135.984,2.84465
135.986,2.87564
135.988,2.91826
135.99,2.97096
135.992,3.03372
135.994,3.10269
135.996,3.17398
135.998,3.2414
136,3.30184
136.002,3.35143
136.004,3.38785
136.006,3.41265
136.008,3.42892
136.01,3.44132
136.012,3.45527
136.014,3.47464
136.016,3.50254
136.018,3.53818
136.02,3.57925
136.022,3.61877
136.024,3.64977
136.026,3.66449
136.028,3.65674
136.03,3.62187
136.032,3.55833
136.034,3.46922
136.036,3.35996
136.038,3.2383
136.04,3.11354
136.042,2.99343
136.044,2.88572
136.046,2.79505
136.048,2.72299
136.05,2.66952
136.052,2.6331
136.054,2.61295
136.056,2.60598
136.058,2.61218
136.06,2.63233
136.062,2.6672
136.064,2.72066
136.066,2.79273
136.068,2.88417
136.07,2.99265
136.072,3.11509
136.074,3.24372
136.076,3.37158
136.078,3.48936
136.08,3.59165
136.082,3.67224
136.084,3.72881
136.086,3.7629
136.088,3.7784
136.09,3.78072
136.092,3.7753
136.094,3.76988
136.096,3.76678
136.098,3.76755
136.1,3.77065
136.102,3.7722
136.104,3.76523
136.106,3.74508
136.108,3.70556
136.11,3.64512
136.112,3.56453
136.114,3.46844
136.116,3.36615
136.118,3.26852
136.12,3.1856
136.122,3.12981
136.124,3.10734
136.126,3.12284
136.128,3.17553
