 Time in recording [s],#192_F_Querlnk_hl_mR [kN]
130.388,1.13367
130.39,1.13135
130.392,1.1298
130.394,1.13058
130.396,1.13677
130.398,1.14917
130.4,1.16777
130.402,1.19102
130.404,1.21814
130.406,1.24603
130.408,1.27471
130.41,1.30105
130.412,1.32585
130.414,1.3491
130.416,1.37079
130.418,1.39327
130.42,1.41651
130.422,1.44131
130.424,1.46766
130.426,1.49478
130.428,1.5219
130.43,1.5467
130.432,1.56917
130.434,1.58854
130.436,1.60404
130.438,1.61721
130.44,1.62806
130.442,1.63813
130.444,1.64821
130.446,1.65751
130.448,1.66603
130.45,1.673
130.452,1.6761
130.454,1.67378
130.456,1.66603
130.458,1.65363
130.46,1.63658
130.462,1.61721
130.464,1.60016
130.466,1.58622
130.468,1.58002
130.47,1.58157
130.472,1.59086
130.474,1.60636
130.476,1.62651
130.478,1.64588
130.48,1.66293
130.482,1.67378
130.484,1.67688
130.486,1.67378
130.488,1.66525
130.49,1.65596
130.492,1.64821
130.494,1.64743
130.496,1.65673
130.498,1.67765
130.5,1.7102
130.502,1.75282
130.504,1.80396
130.506,1.85898
130.508,1.91555
130.51,1.96901
130.512,2.01861
130.514,2.062
130.516,2.09997
130.518,2.13252
130.52,2.16119
130.522,2.18676
130.524,2.21001
130.526,2.2317
130.528,2.25185
130.53,2.27045
130.532,2.28672
130.534,2.30145
130.536,2.31462
130.538,2.32702
130.54,2.33942
130.542,2.35336
130.544,2.36809
130.546,2.38436
130.548,2.40141
130.55,2.41613
130.552,2.42853
130.554,2.4355
130.556,2.43705
130.558,2.4324
130.56,2.42233
130.562,2.41071
130.564,2.39986
130.566,2.39366
130.568,2.39598
130.57,2.40761
130.572,2.43085
130.574,2.46495
130.576,2.50757
130.578,2.55484
130.58,2.60366
130.582,2.6486
130.584,2.68812
130.586,2.71989
130.588,2.74314
130.59,2.75941
130.592,2.77103
130.594,2.78111
130.596,2.79041
130.598,2.80203
130.6,2.81675
130.602,2.8338
130.604,2.85162
130.606,2.87099
130.608,2.88804
130.61,2.90277
130.612,2.91594
130.614,2.92756
130.616,2.93996
130.618,2.95391
130.62,2.97251
130.622,2.9973
130.624,3.0283
130.626,3.06472
130.628,3.10501
130.63,3.14608
130.632,3.1856
130.634,3.2197
130.636,3.2476
130.638,3.26774
130.64,3.27937
130.642,3.28402
130.644,3.28324
130.646,3.27859
130.648,3.27317
130.65,3.26697
130.652,3.26232
130.654,3.25844
130.656,3.25534
130.658,3.25224
130.66,3.24837
130.662,3.24217
130.664,3.2321
130.666,3.21815
130.668,3.19955
130.67,3.17475
130.672,3.14453
130.674,3.10734
130.676,3.06317
130.678,3.01435
130.68,2.95933
130.682,2.90199
130.684,2.84387
130.686,2.78808
130.688,2.73771
130.69,2.69664
130.692,2.6672
130.694,2.64937
130.696,2.64472
130.698,2.65015
130.7,2.6641
130.702,2.68269
130.704,2.70129
130.706,2.71679
130.708,2.72609
130.71,2.72919
130.712,2.72531
130.714,2.71757
130.716,2.70672
130.718,2.69742
130.72,2.69122
130.722,2.68889
130.724,2.69199
130.726,2.69897
130.728,2.70672
130.73,2.71369
130.732,2.71602
130.734,2.71292
130.736,2.70207
130.738,2.68424
130.74,2.66177
130.742,2.63698
130.744,2.6114
130.746,2.58893
130.748,2.57111
130.75,2.55716
130.752,2.54786
130.754,2.54166
130.756,2.53469
130.758,2.52694
130.76,2.51609
130.762,2.50059
130.764,2.48355
130.766,2.46417
130.768,2.44635
130.77,2.4324
130.772,2.42465
130.774,2.4231
130.776,2.42775
130.778,2.4386
130.78,2.45255
130.782,2.46572
130.784,2.47735
130.786,2.4851
130.788,2.48665
130.79,2.48432
130.792,2.47812
130.794,2.47115
130.796,2.46572
130.798,2.46417
130.8,2.46882
130.802,2.47812
130.804,2.49362
130.806,2.51222
130.808,2.53159
130.81,2.55019
130.812,2.56569
130.814,2.57653
130.816,2.58351
130.818,2.58738
130.82,2.58893
130.822,2.59048
130.824,2.59513
130.826,2.60443
130.828,2.61838
130.83,2.63775
130.832,2.66177
130.834,2.68812
130.836,2.71447
130.838,2.73926
130.84,2.75941
130.842,2.77258
130.844,2.77801
130.846,2.77491
130.848,2.76251
130.85,2.74236
130.852,2.71524
130.854,2.68269
130.856,2.64705
130.858,2.6114
130.86,2.57808
130.862,2.54941
130.864,2.52849
130.866,2.51609
130.868,2.51299
130.87,2.51919
130.872,2.53314
130.874,2.55174
130.876,2.57343
130.878,2.59358
130.88,2.61063
130.882,2.62148
130.884,2.62535
130.886,2.62303
130.888,2.6145
130.89,2.60211
130.892,2.58816
130.894,2.57576
130.896,2.56646
130.898,2.55949
130.9,2.55561
130.902,2.55329
130.904,2.55019
130.906,2.54399
130.908,2.53314
130.91,2.51764
130.912,2.49594
130.914,2.47192
130.916,2.44635
130.918,2.4231
130.92,2.40528
130.922,2.39598
130.924,2.39598
130.926,2.40451
130.928,2.42078
130.93,2.44248
130.932,2.46495
130.934,2.48587
130.936,2.50214
130.938,2.51144
130.94,2.51299
130.942,2.50989
130.944,2.50214
130.946,2.49439
130.948,2.4882
130.95,2.48742
130.952,2.49362
130.954,2.50757
130.956,2.52849
130.958,2.55406
130.96,2.58351
130.962,2.61373
130.964,2.64163
130.966,2.6672
130.968,2.68812
130.97,2.70517
130.972,2.71602
130.974,2.72376
130.976,2.72686
130.978,2.72686
130.98,2.72299
130.982,2.71602
130.984,2.70439
130.986,2.68889
130.988,2.66875
130.99,2.64395
130.992,2.61528
130.994,2.58351
130.996,2.55096
130.998,2.51764
131,2.48665
131.002,2.45875
131.004,2.4355
131.006,2.41845
131.008,2.40683
131.01,2.40063
131.012,2.40063
131.014,2.40528
131.016,2.41381
131.018,2.42465
131.02,2.43628
131.022,2.44713
131.024,2.45797
131.026,2.46572
131.028,2.4727
131.03,2.47735
131.032,2.48122
131.034,2.48587
131.036,2.49285
131.038,2.50369
131.04,2.51919
131.042,2.53934
131.044,2.56491
131.046,2.59358
131.048,2.6238
131.05,2.65247
131.052,2.67727
131.054,2.69509
131.056,2.70594
131.058,2.70749
131.06,2.70129
131.062,2.68889
131.064,2.67262
131.066,2.65557
131.068,2.64008
131.07,2.62845
131.072,2.62225
131.074,2.61993
131.076,2.62225
131.078,2.62613
131.08,2.62923
131.082,2.63078
131.084,2.62768
131.086,2.6207
131.088,2.61063
131.09,2.59823
131.092,2.58661
131.094,2.57653
131.096,2.56956
131.098,2.56723
131.1,2.56723
131.102,2.56956
131.104,2.57111
131.106,2.57033
131.108,2.56646
131.11,2.55794
131.112,2.54709
131.114,2.53469
131.116,2.52539
131.118,2.52229
131.12,2.52694
131.122,2.54244
131.124,2.56801
131.126,2.60211
131.128,2.64085
131.13,2.67882
131.132,2.71214
131.134,2.73461
131.136,2.74546
131.138,2.74314
131.14,2.72919
131.142,2.70749
131.144,2.68347
131.146,2.66332
131.148,2.65247
131.15,2.6548
131.152,2.67262
131.154,2.70439
131.156,2.74701
131.158,2.7966
131.16,2.8462
131.162,2.89114
131.164,2.92679
131.166,2.95003
131.168,2.96088
131.17,2.96088
131.172,2.95236
131.174,2.93919
131.176,2.92601
131.178,2.91594
131.18,2.91051
131.182,2.90974
131.184,2.91284
131.186,2.91826
131.188,2.92369
131.19,2.92834
131.192,2.92989
131.194,2.92911
131.196,2.92834
131.198,2.92834
131.2,2.93299
131.202,2.94384
131.204,2.96321
131.206,2.99033
131.208,3.0252
131.21,3.06627
131.212,3.10889
131.214,3.15151
131.216,3.18948
131.218,3.2228
131.22,3.24914
131.222,3.26929
131.224,3.28324
131.226,3.29486
131.228,3.30416
131.23,3.31269
131.232,3.32121
131.234,3.32973
131.236,3.33593
131.238,3.33826
131.24,3.33438
131.242,3.32199
131.244,3.30029
131.246,3.26929
131.248,3.2321
131.25,3.19025
131.252,3.14841
131.254,3.11121
131.256,3.08254
131.258,3.06472
131.26,3.06007
131.262,3.06782
131.264,3.08487
131.266,3.10966
131.268,3.13601
131.27,3.16003
131.272,3.17785
131.274,3.18638
131.276,3.18483
131.278,3.1732
131.28,3.15383
131.282,3.13059
131.284,3.10579
131.286,3.08564
131.288,3.07169
131.29,3.06627
131.292,3.06937
131.294,3.08022
131.296,3.09649
131.298,3.11509
131.3,3.13136
131.302,3.14376
131.304,3.14996
131.306,3.14763
131.308,3.13911
131.31,3.12439
131.312,3.10734
131.314,3.08952
131.316,3.07402
131.318,3.06239
131.32,3.0562
131.322,3.05542
131.324,3.05852
131.326,3.06472
131.328,3.07247
131.33,3.08022
131.332,3.08719
131.334,3.09339
131.336,3.09959
131.338,3.10656
131.34,3.11586
131.342,3.12826
131.344,3.14608
131.346,3.16701
131.348,3.1918
131.35,3.21815
131.352,3.2445
131.354,3.26774
131.356,3.28634
131.358,3.30029
131.36,3.30881
131.362,3.31269
131.364,3.31346
131.366,3.31346
131.368,3.31346
131.37,3.31424
131.372,3.31656
131.374,3.31889
131.376,3.31966
131.378,3.31579
131.38,3.30494
131.382,3.28711
131.384,3.25999
131.386,3.2259
131.388,3.18715
131.39,3.14841
131.392,3.11354
131.394,3.08797
131.396,3.07479
131.398,3.07557
131.4,3.09184
131.402,3.12051
131.404,3.15771
131.406,3.19878
131.408,3.23752
131.41,3.27084
131.412,3.29486
131.414,3.30726
131.416,3.30959
131.418,3.30494
131.42,3.29564
131.422,3.28634
131.424,3.28092
131.426,3.28092
131.428,3.28711
131.43,3.29796
131.432,3.30959
131.434,3.31811
131.436,3.31889
131.438,3.30959
131.44,3.28711
131.442,3.25224
131.444,3.20653
131.446,3.15383
131.448,3.09959
131.45,3.04767
131.452,3.00273
131.454,2.96786
131.456,2.94384
131.458,2.92911
131.46,2.92136
131.462,2.91749
131.464,2.91361
131.466,2.90587
131.468,2.89347
131.47,2.87719
131.472,2.85705
131.474,2.8369
131.476,2.8214
131.478,2.81288
131.48,2.81365
131.482,2.8245
131.484,2.84542
131.486,2.87409
131.488,2.90509
131.49,2.93531
131.492,2.96166
131.494,2.98103
131.496,2.99343
131.498,2.99963
131.5,3.00273
131.502,3.0066
131.504,3.0159
131.506,3.03372
131.508,3.06162
131.51,3.10036
131.512,3.14608
131.514,3.19645
131.516,3.2445
131.518,3.28634
131.52,3.31656
131.522,3.33361
131.524,3.33593
131.526,3.32663
131.528,3.30881
131.53,3.28711
131.532,3.26852
131.534,3.25612
131.536,3.25224
131.538,3.25767
131.54,3.26929
131.542,3.28402
131.544,3.29486
131.546,3.29874
131.548,3.29021
131.55,3.26774
131.552,3.2321
131.554,3.18638
131.556,3.13601
131.558,3.08719
131.56,3.04612
131.562,3.01668
131.564,3.0035
131.566,3.00428
131.568,3.01745
131.57,3.03837
131.572,3.05929
131.574,3.07557
131.576,3.08254
131.578,3.07712
131.58,3.06007
131.582,3.03372
131.584,3.00273
131.586,2.97328
131.588,2.95081
131.59,2.93919
131.592,2.94074
131.594,2.95468
131.596,2.97793
131.598,3.0066
131.6,3.03527
131.602,3.05852
131.604,3.07402
131.606,3.07944
131.608,3.07789
131.61,3.07092
131.612,3.06549
131.614,3.06394
131.616,3.07247
131.618,3.09184
131.62,3.12206
131.622,3.16081
131.624,3.20343
131.626,3.24372
131.628,3.27627
131.63,3.29641
131.632,3.30339
131.634,3.29719
131.636,3.27937
131.638,3.25457
131.64,3.22822
131.642,3.2042
131.644,3.18638
131.646,3.17553
131.648,3.17011
131.65,3.16701
131.652,3.16236
131.654,3.15228
131.656,3.13291
131.658,3.10424
131.66,3.06704
131.662,3.02442
131.664,2.98103
131.666,2.94306
131.668,2.91516
131.67,2.90122
131.672,2.90199
131.674,2.91594
131.676,2.93841
131.678,2.96553
131.68,2.98955
131.682,3.0066
131.684,3.01358
131.686,3.01048
131.688,2.99808
131.69,2.98103
131.692,2.96476
131.694,2.95546
131.696,2.95623
131.698,2.96941
131.7,2.99498
131.702,3.02907
131.704,3.06704
131.706,3.10269
131.708,3.13136
131.71,3.14763
131.712,3.14996
131.714,3.13988
131.716,3.11896
131.718,3.09339
131.72,3.06627
131.722,3.0438
131.724,3.02907
131.726,3.0221
131.728,3.02287
131.73,3.02752
131.732,3.03217
131.734,3.03372
131.736,3.02907
131.738,3.01668
131.74,2.9973
131.742,2.97483
131.744,2.95236
131.746,2.93609
131.748,2.92911
131.75,2.93531
131.752,2.95546
131.754,2.98723
131.756,3.0283
131.758,3.07402
131.76,3.11974
131.762,3.16081
131.764,3.19413
131.766,3.2197
131.768,3.23752
131.77,3.24914
131.772,3.25689
131.774,3.26464
131.776,3.27317
131.778,3.28324
131.78,3.29331
131.782,3.30261
131.784,3.30804
131.786,3.30804
131.788,3.30184
131.79,3.28866
131.792,3.27239
131.794,3.25457
131.796,3.24062
131.798,3.23365
131.8,3.23752
131.802,3.25302
131.804,3.27937
131.806,3.31346
131.808,3.35143
131.81,3.38708
131.812,3.41497
131.814,3.43125
131.816,3.4328
131.818,3.42117
131.82,3.39638
131.822,3.3646
131.824,3.32896
131.826,3.29564
131.828,3.26852
131.83,3.24914
131.832,3.2383
131.834,3.23442
131.836,3.23365
131.838,3.23365
131.84,3.229
131.842,3.21815
131.844,3.19878
131.846,3.17243
131.848,3.14066
131.85,3.10656
131.852,3.07402
131.854,3.0469
131.856,3.0283
131.858,3.019
131.86,3.019
131.862,3.02675
131.864,3.03915
131.866,3.05465
131.868,3.06937
131.87,3.08177
131.872,3.09107
131.874,3.09649
131.876,3.09881
131.878,3.10036
131.88,3.10346
131.882,3.10889
131.884,3.11819
131.886,3.13291
131.888,3.15151
131.89,3.17475
131.892,3.20033
131.894,3.22822
131.896,3.25612
131.898,3.28324
131.9,3.30881
131.902,3.33128
131.904,3.34988
131.906,3.36538
131.908,3.37623
131.91,3.3832
131.912,3.38708
131.914,3.38708
131.916,3.38553
131.918,3.3832
131.92,3.38165
131.922,3.38165
131.924,3.38475
131.926,3.39018
131.928,3.39793
131.93,3.40645
131.932,3.4142
131.934,3.4173
131.936,3.4142
131.938,3.40257
131.94,3.38088
131.942,3.34988
131.944,3.31036
131.946,3.26464
131.948,3.21737
131.95,3.17243
131.952,3.13369
131.954,3.10346
131.956,3.08409
131.958,3.07479
131.96,3.07634
131.962,3.08564
131.964,3.10036
131.966,3.11664
131.968,3.13369
131.97,3.14918
131.972,3.16313
131.974,3.1763
131.976,3.19025
131.978,3.20575
131.98,3.2259
131.982,3.24992
131.984,3.27782
131.986,3.30881
131.988,3.33981
131.99,3.36925
131.992,3.39328
131.994,3.40955
131.996,3.4173
131.998,3.41575
132,3.40567
132.002,3.3894
132.004,3.36848
132.006,3.34523
132.008,3.32353
132.01,3.30416
132.012,3.28711
132.014,3.27472
132.016,3.26464
132.018,3.25534
132.02,3.24682
132.022,3.23752
132.024,3.2259
132.026,3.21117
132.028,3.19335
132.03,3.1732
132.032,3.15073
132.034,3.12671
132.036,3.10269
132.038,3.07944
132.04,3.05775
132.042,3.0407
132.044,3.02985
132.046,3.0283
132.048,3.0376
132.05,3.06007
132.052,3.09727
132.054,3.14918
132.056,3.21505
132.058,3.29176
132.06,3.37545
132.062,3.45837
132.064,3.53508
132.066,3.5994
132.068,3.64434
132.07,3.66759
132.072,3.66604
132.074,3.64202
132.076,3.59785
132.078,3.53896
132.08,3.47309
132.082,3.40645
132.084,3.34446
132.086,3.29331
132.088,3.25379
132.09,3.22822
132.092,3.2135
132.094,3.20653
132.096,3.20498
132.098,3.2042
132.1,3.20188
132.102,3.19645
132.104,3.18793
132.106,3.1794
132.108,3.17166
132.11,3.16856
132.112,3.17166
132.114,3.18405
132.116,3.2042
132.118,3.2321
132.12,3.26464
132.122,3.29796
132.124,3.32896
132.126,3.35298
132.128,3.3677
132.13,3.37235
132.132,3.36615
132.134,3.35066
132.136,3.32896
132.138,3.30261
132.14,3.27627
132.142,3.25224
132.144,3.23442
132.146,3.2228
132.148,3.2197
132.15,3.22435
132.152,3.23752
132.154,3.25767
132.156,3.28402
132.158,3.31579
132.16,3.35221
132.162,3.39173
132.164,3.43435
132.166,3.47929
132.168,3.52501
132.17,3.56995
132.172,3.61412
132.174,3.65674
132.176,3.69471
132.178,3.72881
132.18,3.75748
132.182,3.78072
132.184,3.797
132.186,3.80707
132.188,3.81095
132.19,3.80785
132.192,3.79855
132.194,3.78382
132.196,3.76445
132.198,3.7412
132.2,3.71486
132.202,3.68696
132.204,3.65829
132.206,3.63039
132.208,3.60405
132.21,3.58003
132.212,3.55755
132.214,3.53818
132.216,3.52113
132.218,3.50486
132.22,3.49014
132.222,3.47696
132.224,3.46612
132.226,3.45837
132.228,3.45527
132.23,3.45837
132.232,3.46922
132.234,3.48781
132.236,3.51493
132.238,3.5498
132.24,3.58855
132.242,3.62807
132.244,3.66526
132.246,3.69471
132.248,3.71408
132.25,3.71951
132.252,3.71098
132.254,3.69006
132.256,3.65829
132.258,3.62032
132.26,3.5808
132.262,3.54593
132.264,3.51881
132.266,3.50331
132.268,3.50176
132.27,3.51338
132.272,3.53663
132.274,3.56918
132.276,3.60792
132.278,3.64822
132.28,3.68774
132.282,3.72493
132.284,3.75903
132.286,3.78925
132.288,3.81714
132.29,3.84427
132.292,3.86984
132.294,3.89618
132.296,3.92253
132.298,3.94655
132.3,3.9667
132.302,3.98142
132.304,3.98762
132.306,3.98375
132.308,3.9698
132.31,3.945
132.312,3.91168
132.314,3.87216
132.316,3.82954
132.318,3.78615
132.32,3.74585
132.322,3.71176
132.324,3.68464
132.326,3.66526
132.328,3.65364
132.33,3.64899
132.332,3.65054
132.334,3.65442
132.336,3.66062
132.338,3.66681
132.34,3.67146
132.342,3.67456
132.344,3.67456
132.346,3.67069
132.348,3.66449
132.35,3.65442
132.352,3.64124
132.354,3.62575
132.356,3.60792
132.358,3.58777
132.36,3.56685
132.362,3.54438
132.364,3.52268
132.366,3.50099
132.368,3.48084
132.37,3.46302
132.372,3.44752
132.374,3.43512
132.376,3.42737
132.378,3.4235
132.38,3.42427
132.382,3.43047
132.384,3.44209
132.386,3.45837
132.388,3.47929
132.39,3.50486
132.392,3.53431
132.394,3.56608
132.396,3.5994
132.398,3.63349
132.4,3.66836
132.402,3.70323
132.404,3.73811
132.406,3.77298
132.408,3.80862
132.41,3.84504
132.412,3.88146
132.414,3.91788
132.416,3.95198
132.418,3.98297
132.42,4.00699
132.422,4.02327
132.424,4.02869
132.426,4.02249
132.428,4.00312
132.43,3.97135
132.432,3.9295
132.434,3.87914
132.436,3.82412
132.438,3.76755
132.44,3.71176
132.442,3.66062
132.444,3.61412
132.446,3.57383
132.448,3.53741
132.45,3.50409
132.452,3.47232
132.454,3.43977
132.456,3.40567
132.458,3.36925
132.46,3.33283
132.462,3.29641
132.464,3.26309
132.466,3.23442
132.468,3.21427
132.47,3.20265
132.472,3.2011
132.474,3.20885
132.476,3.22435
132.478,3.24605
132.48,3.27084
132.482,3.29719
132.484,3.32276
132.486,3.34601
132.488,3.36693
132.49,3.3863
132.492,3.4049
132.494,3.4235
132.496,3.44364
132.498,3.46534
132.5,3.48936
132.502,3.51493
132.504,3.54206
132.506,3.56995
132.508,3.5963
132.51,3.62032
132.512,3.64202
132.514,3.66062
132.516,3.67534
132.518,3.68541
132.52,3.69239
132.522,3.69471
132.524,3.69239
132.526,3.68541
132.528,3.67379
132.53,3.65674
132.532,3.63427
132.534,3.60715
132.536,3.5746
132.538,3.53973
132.54,3.50176
132.542,3.46224
132.544,3.4235
132.546,3.38475
132.548,3.34833
132.55,3.31269
132.552,3.27859
132.554,3.24605
132.556,3.21427
132.558,3.18405
132.56,3.15693
132.562,3.13291
132.564,3.11431
132.566,3.10191
132.568,3.09727
132.57,3.10114
132.572,3.11354
132.574,3.13291
132.576,3.15771
132.578,3.18483
132.58,3.21117
132.582,3.23365
132.584,3.24914
132.586,3.25767
132.588,3.25689
132.59,3.24992
132.592,3.2383
132.594,3.22512
132.596,3.21505
132.598,3.20963
132.6,3.21195
132.602,3.22435
132.604,3.24605
132.606,3.27627
132.608,3.31191
132.61,3.35066
132.612,3.3894
132.614,3.42582
132.616,3.45682
132.618,3.48239
132.62,3.50331
132.622,3.52036
132.624,3.53508
132.626,3.55058
132.628,3.56763
132.63,3.587
132.632,3.6087
132.634,3.63039
132.636,3.64977
132.638,3.66449
132.64,3.66991
132.642,3.66371
132.644,3.64357
132.646,3.6087
132.648,3.55988
132.65,3.49944
132.652,3.43047
132.654,3.35841
132.656,3.28789
132.658,3.22435
132.66,3.17166
132.662,3.13369
132.664,3.11121
132.666,3.10346
132.668,3.11044
132.67,3.12749
132.672,3.15073
132.674,3.1763
132.676,3.19955
132.678,3.2166
132.68,3.2259
132.682,3.22435
132.684,3.21427
132.686,3.19568
132.688,3.17166
132.69,3.14531
132.692,3.11974
132.694,3.09959
132.696,3.08564
132.698,3.08177
132.7,3.08719
132.702,3.10114
132.704,3.12206
132.706,3.14841
132.708,3.1763
132.71,3.20343
132.712,3.22745
132.714,3.24605
132.716,3.26077
132.718,3.27084
132.72,3.27859
132.722,3.28711
132.724,3.29874
132.726,3.31656
132.728,3.34291
132.73,3.37855
132.732,3.4235
132.734,3.47541
132.736,3.53198
132.738,3.58777
132.74,3.63969
132.742,3.68231
132.744,3.71176
132.746,3.72571
132.748,3.72338
132.75,3.70711
132.752,3.67844
132.754,3.64202
132.756,3.60327
132.758,3.56763
132.76,3.53973
132.762,3.52423
132.764,3.52191
132.766,3.53508
132.768,3.56065
132.77,3.5963
132.772,3.63814
132.774,3.68154
132.776,3.72338
132.778,3.75825
132.78,3.78537
132.782,3.80242
132.784,3.8094
132.786,3.8094
132.788,3.8032
132.79,3.79467
132.792,3.7877
132.794,3.7846
132.796,3.78925
132.798,3.8032
132.8,3.82722
132.802,3.86364
132.804,3.91013
132.806,3.96747
132.808,4.03412
132.81,4.10773
132.812,4.18677
132.814,4.26968
132.816,4.3557
132.818,4.44171
132.82,4.52773
132.822,4.61374
132.824,4.6982
132.826,4.78112
132.828,4.86171
132.83,4.94075
132.832,5.01746
132.834,5.08875
132.836,5.15539
132.838,5.21351
132.84,5.26155
132.842,5.29797
132.844,5.3189
132.846,5.3251
132.848,5.31502
132.85,5.291
132.852,5.25535
132.854,5.21041
132.856,5.16082
132.858,5.11122
132.86,5.06473
132.862,5.02521
132.864,4.99266
132.866,4.96787
132.868,4.94927
132.87,4.93455
132.872,4.91982
132.874,4.902
132.876,4.87875
132.878,4.84853
132.88,4.81056
132.882,4.76639
132.884,4.7199
132.886,4.67263
132.888,4.62924
132.89,4.59204
132.892,4.56415
132.894,4.54477
132.896,4.53392
132.898,4.52928
132.9,4.5285
132.902,4.52773
132.904,4.52463
132.906,4.51688
132.908,4.5037
132.91,4.48666
132.912,4.46651
132.914,4.44636
132.916,4.42621
132.918,4.40994
132.92,4.39754
132.922,4.38902
132.924,4.38204
132.926,4.37585
132.928,4.36577
132.93,4.35105
132.932,4.32935
132.934,4.30146
132.936,4.26658
132.938,4.22862
132.94,4.19065
132.942,4.15577
132.944,4.12865
132.946,4.11083
132.948,4.10386
132.95,4.10773
132.952,4.1209
132.954,4.13873
132.956,4.1581
132.958,4.1736
132.96,4.18212
132.962,4.1798
132.964,4.16585
132.966,4.14028
132.968,4.10386
132.97,4.06046
132.972,4.01242
132.974,3.96438
132.976,3.92021
132.978,3.88224
132.98,3.85124
132.982,3.83032
132.984,3.81714
132.986,3.81095
132.988,3.81017
132.99,3.8125
132.992,3.81482
132.994,3.81559
132.996,3.81327
132.998,3.80707
133,3.79545
133.002,3.77917
133.004,3.7598
133.006,3.73656
133.008,3.71176
133.01,3.68464
133.012,3.65752
133.014,3.62807
133.016,3.59785
133.018,3.56375
133.02,3.52501
133.022,3.48084
133.024,3.42892
133.026,3.36848
133.028,3.30029
133.03,3.22512
133.032,3.14686
133.034,3.06704
133.036,2.9911
133.038,2.92369
133.04,2.8679
133.042,2.82915
133.044,2.80668
133.046,2.8028
133.048,2.81365
133.05,2.83612
133.052,2.8648
133.054,2.89347
133.056,2.91594
133.058,2.92679
133.06,2.92214
133.062,2.89967
133.064,2.86015
133.066,2.80435
133.068,2.73694
133.07,2.66255
133.072,2.58506
133.074,2.50912
133.076,2.43705
133.078,2.37119
133.08,2.31074
133.082,2.25495
133.084,2.20071
133.086,2.14569
133.088,2.08835
133.09,2.02713
133.092,1.96127
133.094,1.8923
133.096,1.82333
133.098,1.75747
133.1,1.6978
133.102,1.64743
133.104,1.60869
133.106,1.58157
133.108,1.56684
133.11,1.56219
133.112,1.56374
133.114,1.56917
133.116,1.57304
133.118,1.57227
133.12,1.56529
133.122,1.54979
133.124,1.525
133.126,1.49013
133.128,1.44751
133.13,1.39637
133.132,1.33825
133.134,1.27393
133.136,1.20342
133.138,1.12748
133.14,1.04611
133.142,0.960098
133.144,0.869435
133.146,0.777222
133.148,0.684234
133.15,0.593571
133.152,0.509108
133.154,0.431618
133.156,0.364202
133.158,0.308409
133.16,0.26424
133.162,0.230919
133.164,0.206123
133.166,0.189075
133.168,0.175902
133.17,0.166603
133.172,0.158079
133.174,0.151105
133.176,0.145681
133.178,0.141806
133.18,0.141806
133.182,0.145681
133.184,0.154205
133.186,0.165828
133.188,0.181326
133.19,0.196824
133.192,0.209222
133.194,0.217746
133.196,0.218521
133.198,0.210772
133.2,0.195274
133.202,0.172027
133.204,0.144131
133.206,0.11546
133.208,0.0891132
133.21,0.068191
133.212,0.0550177
133.214,0.0511432
133.216,0.0565675
133.218,0.0705157
133.22,0.0898881
133.222,0.113135
133.224,0.137157
133.226,0.161179
133.228,0.184426
133.23,0.206898
133.232,0.22937
133.234,0.254166
133.236,0.281288
133.238,0.313059
133.24,0.349479
133.242,0.388224
133.244,0.429293
133.246,0.469588
133.248,0.506008
133.25,0.537779
133.252,0.56335
133.254,0.581948
133.256,0.595896
133.258,0.60752
133.26,0.619918
133.262,0.635416
133.264,0.657113
133.266,0.685784
133.268,0.722204
133.27,0.764049
133.272,0.808993
133.274,0.853162
133.276,0.894232
133.278,0.928327
133.28,0.953899
133.282,0.970946
133.284,0.981795
133.286,0.987219
133.288,0.991869
133.29,0.999618
133.292,1.01279
133.294,1.03294
133.296,1.06161
133.298,1.0988
133.3,1.14142
133.302,1.18637
133.304,1.23209
133.306,1.27548
133.308,1.31345
133.31,1.346
133.312,1.37312
133.314,1.39559
133.316,1.41574
133.318,1.43511
133.32,1.45526
133.322,1.47773
133.324,1.50408
133.326,1.53352
133.328,1.56607
133.33,1.60249
133.332,1.64046
133.334,1.67998
133.336,1.72105
133.338,1.76444
133.34,1.80939
133.342,1.85665
133.344,1.90702
133.346,1.95972
133.348,2.01318
133.35,2.06743
133.352,2.12167
133.354,2.17281
133.356,2.22008
133.358,2.2627
133.36,2.30067
133.362,2.33322
133.364,2.36189
133.366,2.38823
133.368,2.41458
133.37,2.44093
133.372,2.47115
133.374,2.50524
133.376,2.54399
133.378,2.58661
133.38,2.6331
133.382,2.68114
133.384,2.72919
133.386,2.77568
133.388,2.81675
133.39,2.85317
133.392,2.88107
133.394,2.90199
133.396,2.91516
133.398,2.92214
133.4,2.92524
133.402,2.92601
133.404,2.92911
133.406,2.93686
133.408,2.95158
133.41,2.97561
133.412,3.0097
133.414,3.0531
133.416,3.10424
133.418,3.15926
133.42,3.21427
133.422,3.26542
133.424,3.30881
133.426,3.34058
133.428,3.35918
133.43,3.36383
133.432,3.35608
133.434,3.33826
133.436,3.31346
133.438,3.28556
133.44,3.25844
133.442,3.23442
133.444,3.21505
133.446,3.2011
133.448,3.19258
133.45,3.18793
133.452,3.1856
133.454,3.18483
133.456,3.18483
133.458,3.18638
133.46,3.19025
133.462,3.198
133.464,3.21195
133.466,3.2321
133.468,3.25999
133.47,3.29486
133.472,3.33516
133.474,3.37855
133.476,3.42272
133.478,3.46379
133.48,3.50099
133.482,3.53276
133.484,3.5591
133.486,3.58235
133.488,3.60405
133.49,3.62652
133.492,3.65287
